Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2020-10-28,65.039,65.039,59.7264,61.009,2114.583333401
2020-10-29,61.3757,64.4899,61.1923,64.1232,710.4166666894
2020-10-30,64.1232,65.9558,62.6573,64.4899,897.9166666954
2020-11-02,63.2074,65.9558,63.2074,65.4058,607.2916666861
2020-11-03,65.9558,68.1542,65.9558,67.7875,1168.7500000374
2020-11-04,66.3216,66.3216,64.4899,65.5891,891.6666666952
2020-11-05,67.2384,68.1542,65.5891,65.9558,1298.9583333749
2020-11-06,66.1382,66.8717,65.5891,65.7725,855.2083333607
2020-11-09,66.6883,68.7034,65.4058,68.7034,3029.1666667636
2020-11-10,69.6192,71.4518,68.7034,70.9018,2027.0833333982
2020-11-12,71.2685,72.001,71.0851,71.2685,593.750000019
2020-11-13,71.4518,71.8186,70.536,70.536,339.5833333442
2020-11-16,70.536,72.001,69.8026,72.001,1215.6250000389
2020-11-17,72.1843,73.4669,70.7194,71.0851,1930.2083333951
2020-11-18,71.0851,71.6352,70.536,71.4518,260.416666675
2020-11-19,72.3677,72.3677,71.4518,71.4518,244.7916666745
2020-11-20,71.6352,71.6352,71.4518,71.6352,213.5416666735
2020-11-23,71.6352,71.6352,69.8026,70.3526,1476.0416667139
2020-11-24,70.7194,71.2685,69.6192,70.9018,1060.4166667006
2020-11-25,71.2685,71.2685,69.6192,70.536,1779.1666667236
2020-11-26,70.7194,70.9018,69.9859,70.1693,573.9583333517
2020-11-27,70.536,70.536,69.8026,70.536,128.1250000041
2020-11-30,70.536,70.9018,70.1693,70.9018,1263.5416667071
2020-12-01,70.3526,70.9018,70.1693,70.1693,955.2083333639
2020-12-02,70.9018,70.9018,70.1693,70.9018,401.0416666795
2020-12-03,70.3526,70.7194,70.3526,70.3526,373.9583333453
2020-12-04,70.536,70.9018,70.1693,70.1693,1511.4583333817
2020-12-07,70.536,70.9018,70.536,70.7194,732.2916666901
2020-12-08,69.9859,70.9018,69.9859,70.3526,365.6250000117
2020-12-09,70.1693,71.2685,69.9859,71.2685,2382.2916667429
2020-12-10,71.6352,72.001,71.2685,71.2685,1662.5000000532
2020-12-11,71.4518,71.6352,70.7194,71.0851,760.416666691
2020-12-14,71.0851,71.0851,70.3526,71.0851,1557.2916667165
2020-12-15,71.4518,71.4518,70.3526,71.4518,115.6250000037
2020-12-16,71.4518,71.4518,70.3526,71.2685,1937.500000062
2020-12-17,71.2685,71.2685,70.3526,70.536,1031.250000033
2020-12-18,71.2685,71.4518,70.9018,71.0851,615.6250000197
2020-12-21,71.2685,71.2685,69.8026,69.9859,1186.4583333713
2020-12-22,69.9859,71.4518,69.9859,71.4518,926.0416666963
2020-12-23,71.4518,71.4518,70.1693,70.7194,650.0000000208
2020-12-28,71.4518,71.8186,70.3526,70.536,2629.1666667508
2020-12-29,71.0851,72.001,71.0851,71.8186,1093.750000035
2020-12-30,71.8186,72.001,71.4518,71.4518,867.7083333611
2021-01-04,72.001,73.2835,71.4518,72.7344,1167.7083333707
2021-01-05,72.3677,73.6502,72.3677,72.9178,2758.3333334216
2021-01-07,74.017,76.9478,73.4669,76.5821,4120.8333334652
2021-01-08,76.7645,76.7645,75.4819,76.3987,926.0416666963
2021-01-11,75.8486,76.5821,74.7494,74.7494,1765.6250000565
2021-01-12,75.6653,76.5821,75.2995,75.2995,1306.2500000418
2021-01-13,76.032,76.2154,74.7494,75.8486,727.0833333566
2021-01-14,75.4819,76.032,75.1162,75.1162,880.2083333615
2021-01-15,75.4819,76.032,75.4819,75.4819,471.8750000151
2021-01-18,75.6653,76.032,74.3827,76.032,2384.3750000763
2021-01-19,76.032,76.032,75.2995,75.4819,159.3750000051
2021-01-20,76.2154,76.2154,75.1162,75.6653,434.3750000139
2021-01-21,75.8486,76.032,74.9328,75.2995,283.3333333424
2021-01-22,75.8486,75.8486,74.9328,75.8486,218.750000007
2021-01-25,75.2995,75.4819,75.2995,75.2995,431.2500000138
2021-01-26,75.1162,75.4819,74.9328,75.1162,881.2500000282
2021-01-27,75.1162,75.8486,74.2003,75.1162,672.9166666882
2021-01-28,75.8486,75.8486,73.6502,74.2003,329.1666666772
2021-01-29,74.3827,74.5661,74.3827,74.5661,203.1250000065
2021-02-01,74.3827,74.7494,74.3827,74.7494,1082.2916667013
2021-02-02,74.7494,74.7494,74.5661,74.7494,491.6666666824
2021-02-03,74.5661,75.1162,74.2003,74.7494,1785.4166667238
2021-02-04,74.5661,75.6653,74.2003,74.7494,412.5000000132
2021-02-05,74.7494,74.7494,74.2003,74.7494,143.7500000046
2021-02-08,75.4819,76.032,74.7494,76.032,1175.0000000376
2021-02-09,76.032,76.032,75.1162,75.1162,736.4583333569
2021-02-10,75.1162,76.032,75.1162,75.1162,351.0416666779
2021-02-11,75.8486,76.032,75.8486,76.032,1142.7083333699
2021-02-12,76.032,77.6813,76.032,76.9478,1814.5833333914
2021-02-15,76.9478,77.4979,76.9478,77.1312,687.500000022
2021-02-16,77.4979,77.4979,77.3146,77.3146,744.7916666905
2021-02-17,77.1312,77.1312,76.7645,76.7645,522.9166666834
2021-02-18,76.7645,76.9478,76.7645,76.9478,248.9583333413
2021-02-19,77.4979,77.4979,76.2154,76.2154,327.0833333438
2021-02-22,76.5821,76.5821,76.2154,76.2154,158.3333333384
2021-02-23,76.2154,76.5821,75.4819,75.4819,931.2500000298
2021-02-24,75.8486,75.8486,75.2995,75.6653,179.1666666724
2021-02-25,76.032,76.2154,75.1162,75.2995,619.7916666865
2021-02-26,75.1162,75.2995,74.2003,74.2003,1119.7916667025
2021-03-01,76.032,76.032,74.9328,76.032,461.4583333481
2021-03-02,76.032,76.032,74.9328,74.9328,1432.2916667125
2021-03-03,75.2995,75.2995,74.7494,74.7494,475.0000000152
2021-03-04,74.9328,75.8486,74.3827,75.1162,421.8750000135
2021-03-05,75.1162,75.1162,74.2003,74.2003,4619.7916668145
2021-03-08,74.2003,74.7494,73.6502,73.8336,4831.2500001546
2021-03-09,73.8336,74.5661,73.6502,74.5661,588.5416666855
2021-03-10,74.5661,74.9328,74.3827,74.5661,172.9166666722
2021-03-11,74.3827,75.1162,74.2003,74.7494,268.7500000086
2021-03-12,75.1162,75.8486,74.7494,74.7494,171.8750000055
2021-03-15,75.1162,75.1162,74.5661,74.5661,666.666666688
2021-03-16,74.9328,75.1162,74.2003,74.5661,1104.166666702
2021-03-17,75.1162,75.1162,74.3827,74.9328,316.6666666768
2021-03-18,75.1162,75.4819,75.1162,75.1162,367.7083333451
2021-03-19,75.2995,75.8486,75.1162,75.4819,258.3333333416
2021-03-22,75.4819,75.8486,74.5661,75.4819,803.1250000257
2021-03-23,75.4819,76.3987,74.5661,75.1162,4764.5833334858
2021-03-24,76.032,76.032,74.3827,74.5661,6698.9583335477
2021-03-25,74.5661,74.9328,74.2003,74.9328,447.916666681
2021-03-26,74.9328,75.1162,74.2003,74.9328,419.7916666801
2021-03-29,75.1162,75.1162,74.2003,74.5661,7015.6250002245
2021-03-30,74.5661,74.5661,73.8336,74.2003,5714.5833335162
2021-03-31,74.3827,74.5661,73.6502,74.017,1084.3750000347
2021-04-01,74.5661,74.5661,74.3827,74.5661,19.7916666673
2021-04-06,74.5661,74.5661,73.8336,74.5661,1478.1250000473
2021-04-07,74.5661,74.5661,74.2003,74.5661,428.1250000137
2021-04-08,74.5661,74.5661,74.3827,74.5661,132.2916666709
2021-04-09,74.5661,74.5661,74.3827,74.5661,391.6666666792
2021-04-12,74.5661,74.5661,74.2003,74.5661,1050.0000000336
2021-04-13,74.3827,74.5661,74.2003,74.2003,503.1250000161
2021-04-14,74.2003,74.5661,74.017,74.2003,2045.8333333988
2021-04-15,74.5661,74.5661,73.8336,73.8336,637.5000000204
2021-04-16,74.2003,74.5661,74.2003,74.3827,846.8750000271
2021-04-19,74.3827,74.5661,74.3827,74.3827,1121.8750000359
2021-04-20,74.5661,74.9328,74.2003,74.2003,777.0833333582
2021-04-21,74.3827,74.5661,74.2003,74.2003,692.7083333555
2021-04-22,74.2003,74.5661,74.017,74.5661,453.1250000145
2021-04-23,74.5661,74.5661,74.2003,74.2003,7923.9583335869
2021-04-26,74.3827,74.5661,74.017,74.5661,390.6250000125
2021-04-27,74.2003,74.5661,74.2003,74.3827,684.3750000219
2021-04-28,74.5661,74.5661,74.2003,74.3827,1279.1666667076
2021-04-29,74.5661,74.5661,74.3827,74.5661,648.9583333541
2021-04-30,74.5661,74.5661,74.3827,74.5661,168.7500000054
2021-05-04,74.3827,75.4819,74.2003,75.2995,1119.7916667025
2021-05-05,75.4819,75.4819,74.9328,75.4819,2796.8750000895
2021-05-06,75.4819,75.4819,74.5661,75.4819,12920.833333747
2021-05-07,75.2995,75.4819,74.7494,75.4819,1842.7083333923
2021-05-10,75.4819,75.4819,75.2995,75.2995,1617.7083333851
2021-05-11,75.4819,75.4819,74.2003,74.2003,2065.6250000661
2021-05-12,75.1162,75.1162,74.5661,75.1162,1238.5416667063
2021-05-13,75.1162,75.1162,74.5661,74.9328,658.3333333544
2021-05-14,74.9328,75.1162,74.9328,75.1162,433.3333333472
2021-05-17,75.4819,75.4819,74.9328,75.2995,1615.6250000517
2021-05-18,75.2995,75.4819,75.1162,75.1162,656.250000021
2021-05-19,75.1162,75.1162,74.3827,75.1162,1169.7916667041
2021-05-20,75.1162,75.2995,74.5661,74.5661,727.0833333566
2021-05-21,74.5661,75.4819,74.5661,74.7494,709.3750000227
2021-05-24,75.2995,75.2995,75.1162,75.2995,422.9166666802
2021-05-25,75.1162,75.4819,75.1162,75.1162,806.2500000258
2021-05-26,75.4819,75.4819,74.9328,74.9328,180.2083333391
2021-05-27,75.8486,76.9478,75.2995,76.032,527.0833333502
2021-05-28,77.3146,77.3146,75.8486,76.032,1935.4166667286
2021-05-31,76.032,77.8637,76.032,77.4979,1150.0000000368
2021-06-01,77.4979,77.6813,76.9478,76.9478,572.916666685
2021-06-02,76.9478,76.9478,75.1162,76.9478,782.2916666917
2021-06-04,76.7645,77.3146,76.032,77.3146,163.5416666719
2021-06-07,77.3146,77.3146,76.3987,76.3987,232.2916666741
2021-06-08,76.9478,77.1312,74.5661,77.1312,2459.3750000787
2021-06-09,76.7645,76.7645,76.032,76.2154,129.1666666708
2021-06-10,76.2154,76.2154,75.1162,76.2154,637.5000000204
2021-06-11,75.8486,76.032,74.9328,75.8486,1309.3750000419
2021-06-14,75.6653,75.6653,74.7494,75.1162,3336.4583334401
2021-06-15,75.1162,76.032,74.7494,75.1162,668.7500000214
2021-06-16,75.1162,75.8486,74.7494,74.7494,381.2500000122
2021-06-17,75.8486,75.8486,73.6502,74.9328,1813.5416667247
2021-06-18,75.1162,75.1162,74.5661,74.5661,190.6250000061
2021-06-21,74.5661,75.4819,74.2003,74.9328,1065.6250000341
2021-06-22,74.9328,74.9328,74.3827,74.5661,262.5000000084
2021-06-23,74.7494,75.8486,74.7494,75.1162,663.5416666879
2021-06-24,75.1162,75.8486,74.9328,75.6653,329.1666666772
2021-06-25,75.8486,75.8486,74.9328,75.1162,922.9166666962
2021-06-28,75.4819,76.032,75.1162,75.1162,1114.583333369
2021-06-29,74.7494,75.1162,74.7494,74.7494,522.9166666834
2021-06-30,74.7494,75.1162,74.5661,74.7494,701.0416666891
2021-07-01,75.1162,75.1162,74.3827,74.3827,681.2500000218
2021-07-02,75.1162,75.1162,75.1162,75.1162,447.916666681
2021-07-05,75.4819,75.4819,74.017,74.7494,617.7083333531
2021-07-06,75.1162,75.6653,74.7494,75.6653,260.416666675
2021-07-07,74.5661,75.1162,74.5661,75.1162,378.1250000121
2021-07-08,75.1162,75.1162,74.5661,75.1162,342.7083333443
2021-07-09,75.1162,75.1162,74.7494,75.1162,69.7916666689
2021-07-12,75.1162,75.6653,74.7494,75.1162,742.7083333571
2021-07-13,75.1162,75.4819,75.1162,75.4819,77.0833333358
2021-07-14,75.4819,75.4819,74.5661,74.7494,114.583333337
2021-07-15,74.9328,75.1162,74.2003,74.9328,1601.0416667179
2021-07-16,74.2003,74.2003,74.2003,74.2003,1973.9583333965
2021-07-19,74.2003,74.2003,73.8336,73.8336,1370.8333333772
2021-07-20,73.8336,74.2003,73.8336,73.8336,992.7083333651
2021-07-21,74.2003,74.3827,74.017,74.3827,656.250000021
2021-07-22,74.2003,74.2003,74.017,74.017,1009.3750000323
2021-07-23,74.2003,74.2003,74.017,74.017,1020.833333366
2021-07-26,74.2003,74.2003,69.8026,74.2003,5336.4583335041
2021-07-27,74.2003,74.2003,73.8336,74.2003,225.0000000072
2021-07-28,74.2003,74.2003,73.8336,74.2003,754.1666666908
2021-07-29,74.2003,74.3827,73.8336,74.017,652.0833333542
2021-07-30,74.017,74.5661,74.017,74.5661,462.5000000148
2021-08-02,74.5661,75.2995,74.5661,75.2995,2892.7083334259
2021-08-03,75.2995,75.8486,74.7494,75.8486,450.0000000144
2021-08-04,75.8486,75.8486,74.7494,75.2995,1610.4166667182
2021-08-05,75.1162,75.1162,74.7494,74.7494,934.3750000299
2021-08-06,75.1162,75.1162,74.2003,74.2003,1084.3750000347
2021-08-09,75.8486,75.8486,74.3827,74.5661,1289.5833333746
2021-08-10,74.9328,75.1162,74.9328,74.9328,1404.1666667116
2021-08-11,75.1162,75.1162,74.3827,75.1162,867.7083333611
2021-08-12,75.8486,75.8486,74.5661,74.5661,1375.000000044
2021-08-13,75.6653,75.6653,74.2003,74.2003,2984.3750000955
2021-08-16,74.9328,75.1162,73.8336,74.2003,2189.5833334034
2021-08-17,74.2003,74.9328,74.2003,74.2003,1114.583333369
2021-08-18,74.7494,74.7494,73.8336,74.3827,1784.3750000571
2021-08-19,74.3827,74.7494,73.8336,74.2003,1479.166666714
2021-08-20,74.3827,74.3827,74.2003,74.2003,3984.3750001275
2021-08-23,74.9328,75.1162,74.017,74.017,1391.6666667112
2021-08-24,74.3827,74.3827,74.017,74.3827,1251.0416667067
2021-08-25,74.3827,74.3827,74.2003,74.2003,1005.2083333655
2021-08-26,74.7494,74.7494,74.2003,74.2003,1491.6666667144
2021-08-27,74.7494,74.7494,74.2003,74.2003,2357.2916667421
2021-08-30,75.1162,75.1162,74.2003,74.5661,5834.3750001867
2021-08-31,74.7494,74.7494,74.2003,74.5661,4506.2500001442
2021-09-01,74.5661,74.5661,74.2003,74.2003,3098.9583334325
2021-09-02,74.2003,74.2003,74.017,74.2003,1290.6250000413
2021-09-03,74.5661,74.5661,73.8336,74.3827,4351.0416668059
2021-09-06,74.5661,75.1162,74.2003,75.1162,2465.6250000789
2021-09-07,74.9328,74.9328,74.5661,74.5661,1088.5416667015
2021-09-08,74.5661,76.032,74.3827,76.032,2075.0000000664
2021-09-09,75.1162,75.8486,75.1162,75.1162,5614.583333513
2021-09-10,75.8486,75.8486,74.5661,74.5661,3775.0000001208
2021-09-13,75.2995,76.7645,75.1162,75.4819,13825.000000442
2021-09-14,76.9478,77.6813,75.4819,76.5821,8103.1250002593
2021-09-15,76.5821,76.7645,74.3827,75.6653,11314.583333695
2021-09-16,75.1162,76.032,75.1162,76.032,5520.83333351
2021-09-17,77.568,77.568,76.608,77.184,2351.0416667419
2021-09-20,77.184,77.184,75.072,76.032,2840.6250000909
2021-09-21,76.608,76.8,75.84,75.84,1129.1666667028
2021-09-22,76.224,76.416,75.84,76.416,573.9583333517
2021-09-23,76.608,76.8,75.648,75.648,1296.8750000415
2021-09-24,75.84,76.224,75.84,75.84,629.1666666868
2021-09-27,76.032,76.8,73.92,75.648,2611.4583334169
2021-09-28,75.84,76.032,75.264,75.84,870.8333333612
2021-09-29,75.84,75.84,75.264,75.456,989.583333365
2021-09-30,75.456,75.456,75.072,75.264,600.0000000192
2021-10-01,75.072,75.648,75.072,75.264,179.1666666724
2021-10-04,76.032,76.224,75.072,75.264,953.1250000305
2021-10-05,76.224,76.224,74.88,75.072,1901.0416667275
2021-10-06,75.072,75.84,75.072,75.648,919.7916666961
2021-10-07,75.84,75.84,75.456,75.84,1305.2083333751
2021-10-08,76.032,76.224,75.648,75.84,577.0833333518
2021-10-11,76.032,76.032,75.456,75.84,1534.3750000491
2021-10-12,76.032,76.032,75.456,75.456,560.4166666846
2021-10-13,76.032,76.032,75.456,75.648,1722.9166667218
2021-10-14,77.376,77.376,74.88,75.456,6039.5833335266
2021-10-15,75.456,75.456,74.88,74.88,910.4166666958
2021-10-18,74.304,75.072,74.304,74.496,1777.0833333902
2021-10-19,75.072,75.072,74.304,75.072,1079.1666667012
2021-10-20,74.304,75.456,74.112,74.88,1800.0000000576
2021-10-21,74.688,75.456,74.112,74.304,1064.5833333674
2021-10-22,74.88,75.264,74.112,74.88,886.4583333617
2021-10-25,74.88,75.264,74.112,74.88,1183.3333333712
2021-10-26,75.072,75.072,74.112,74.112,2446.8750000783
2021-10-27,74.112,74.88,73.92,73.92,4144.7916667993
2021-10-28,73.92,73.92,73.728,73.728,2353.1250000753
2021-10-29,74.88,74.88,73.728,74.112,206.2500000066
2021-11-02,74.88,75.456,73.728,73.728,1146.8750000367
2021-11-03,73.92,74.304,73.728,73.92,1742.7083333891
2021-11-04,74.496,74.496,72.192,72.96,5497.9166668426
2021-11-05,73.728,74.88,73.728,73.92,1885.416666727
2021-11-08,74.688,74.88,74.496,74.688,1212.5000000388
2021-11-09,74.88,74.88,73.344,73.728,900.0000000288
2021-11-10,73.728,74.88,73.536,73.728,971.8750000311
2021-11-12,74.688,74.88,72.96,72.96,1655.2083333863
2021-11-15,74.304,75.648,73.152,74.88,2063.5416667327
2021-11-16,74.88,74.88,74.112,74.112,1102.0833333686
2021-11-17,74.112,74.112,71.808,72.96,7276.0416668995
2021-11-18,73.152,73.152,72,72.768,2302.083333407
2021-11-19,73.344,74.304,72,74.304,982.2916666981
2021-11-22,72.192,74.112,72.192,73.728,768.7500000246
2021-11-23,73.92,74.112,72.192,72.384,318.7500000102
2021-11-24,72.768,73.92,72.768,72.96,243.7500000078
2021-11-25,74.112,74.112,72.96,72.96,81.2500000026
2021-11-26,74.112,74.112,72,72,4236.4583334689
2021-11-29,72,72.768,70.08,72.768,2457.2916667453
2021-11-30,72.96,72.96,71.04,72.576,1254.1666667068
2021-12-01,72.384,72.96,72.384,72.96,290.6250000093
2021-12-02,72.96,73.92,72.96,72.96,1504.1666667148
2021-12-03,73.92,73.92,72.96,73.92,306.2500000098
2021-12-06,73.92,73.92,72,73.728,2271.8750000727
2021-12-07,73.728,73.728,72.768,73.344,1211.4583333721
2021-12-08,73.728,73.92,72.768,72.768,1489.583333381
2021-12-09,72.96,73.536,72.384,73.152,734.3750000235
2021-12-10,73.344,73.344,72,72.768,1679.1666667204
2021-12-13,72.768,73.344,72,73.344,871.8750000279
2021-12-14,73.536,73.728,72.768,73.728,695.8333333556
2021-12-15,73.92,73.92,72,73.92,1518.7500000486
2021-12-16,72.576,73.728,72.576,72.768,500.000000016
2021-12-17,73.536,73.536,72,72.768,1713.5416667215
2021-12-20,72,72.576,70.08,71.808,2764.5833334218
2021-12-21,72,72,71.616,71.808,1848.9583333925
2021-12-22,72.768,72.96,71.232,71.424,1112.5000000356
2021-12-23,71.424,71.808,70.848,71.232,1957.2916667293
2021-12-27,71.232,71.424,70.272,70.464,4300.0000001376
2021-12-28,70.464,71.04,70.08,71.04,4732.2916668181
2021-12-29,71.04,72,69.888,71.04,1559.3750000499
2021-12-30,71.04,71.04,69.888,71.04,4091.6666667976
2022-01-03,71.04,71.04,70.272,70.272,2925.0000000936
2022-01-04,70.08,71.04,70.08,71.04,1023.9583333661
2022-01-05,71.04,72,70.08,71.04,2072.916666733
2022-01-07,71.616,71.616,70.656,71.04,973.9583333645
2022-01-10,71.232,72,70.656,71.808,767.7083333579
2022-01-11,71.04,72,70.848,72,776.0416666915
2022-01-12,72,72.96,72,72,1012.5000000324
2022-01-13,72.384,72.768,72.384,72.384,594.7916666857
2022-01-14,72.768,72.96,72.384,72.384,445.8333333476
2022-01-17,72.384,72.96,72.384,72.576,620.8333333532
2022-01-18,72.384,72.576,72.192,72.192,329.1666666772
2022-01-19,72.768,72.768,71.808,71.808,467.7083333483
2022-01-20,72.576,72.96,72,72.192,271.8750000087
2022-01-21,72,72.192,70.848,72,845.8333333604
2022-01-24,71.808,71.808,69.504,69.504,3087.5000000988
2022-01-25,69.12,71.808,69.12,71.232,1550.0000000496
2022-01-26,71.232,71.808,71.232,71.232,391.6666666792
2022-01-27,71.232,71.232,69.12,69.12,8043.7500002574
2022-01-28,69.888,70.08,69.12,69.696,968.750000031
2022-01-31,70.656,70.656,69.888,70.08,420.8333333468
2022-02-01,70.08,70.464,67.008,68.928,7903.1250002529
2022-02-02,69.888,69.888,68.736,69.696,385.416666679
2022-02-03,69.696,69.888,68.16,68.928,2248.9583334053
2022-02-04,68.928,69.12,67.2,67.968,3153.1250001009
2022-02-07,68.16,68.928,68.16,68.16,814.5833333594
2022-02-08,68.736,68.736,67.968,68.16,979.166666698
2022-02-09,68.16,68.928,67.776,67.776,2105.2083334007
2022-02-10,68.736,68.928,67.2,67.392,3162.5000001012
2022-02-11,67.968,67.968,67.2,67.584,1416.666666712
2022-02-14,67.392,67.392,66.816,67.008,1404.1666667116
2022-02-15,67.392,67.776,66.816,67.392,1183.3333333712
2022-02-16,67.584,67.776,67.008,67.776,1155.2083333703
2022-02-17,67.968,67.968,67.2,67.776,387.5000000124
2022-02-18,67.2,68.16,67.2,68.16,529.1666666836
2022-02-21,68.16,68.544,67.008,67.2,645.833333354
2022-02-22,67.008,67.008,66.24,66.24,3348.9583334405
2022-02-23,66.624,68.736,66.24,68.736,431.2500000138
2022-02-24,65.28,67.008,63.36,65.28,4114.583333465
2022-02-25,67.2,70.08,65.28,68.928,3558.3333334472
2022-02-28,68.736,68.736,68.16,68.16,347.9166666778
2022-03-01,68.16,68.736,67.2,67.2,544.7916666841
2022-03-02,67.2,69.12,66.24,67.584,217.7083333403
2022-03-03,68.928,69.12,68.16,68.928,362.5000000116
2022-03-04,69.12,69.312,67.2,68.16,1618.7500000518
2022-03-07,69.12,69.12,66.24,67.776,1728.1250000553
2022-03-08,67.2,67.2,65.856,67.008,2147.9166667354
2022-03-09,67.2,68.736,67.2,67.392,2929.1666667604
2022-03-10,67.584,67.584,66.816,67.392,468.750000015
2022-03-11,67.392,68.544,66.816,67.968,1336.4583333761
2022-03-14,67.968,67.968,66.816,67.2,942.7083333635
2022-03-15,67.2,67.968,66.816,67.2,538.5416666839
2022-03-16,68.736,68.736,67.2,67.2,1000.000000032
2022-03-17,68.544,68.544,67.2,67.2,1576.0416667171
2022-03-18,67.776,67.776,66.24,66.24,1690.6250000541
2022-03-21,66.24,68.16,66.24,68.16,1493.7500000478
2022-03-22,67.776,68.352,66.432,67.2,719.7916666897
2022-03-23,67.968,68.16,67.008,67.2,833.33333336
2022-03-24,67.776,68.16,67.008,67.2,1139.5833333698
2022-03-25,67.2,67.776,67.008,67.776,353.1250000113
2022-03-28,67.2,67.776,66.816,66.816,296.8750000095
2022-03-29,67.392,68.16,66.24,66.24,1687.500000054
2022-03-30,66.816,67.2,66.24,66.816,1898.9583333941
2022-03-31,67.2,67.2,66.432,67.2,484.3750000155
2022-04-01,67.2,67.2,65.088,65.28,7419.7916669041
2022-04-04,66.24,67.008,66.048,66.048,383.3333333456
2022-04-05,66.816,67.2,65.28,66.24,1836.4583333921
2022-04-06,66.624,66.624,65.472,65.664,257.2916666749
2022-04-07,66.24,66.24,65.28,66.048,1211.4583333721
2022-04-08,66.048,66.048,65.28,65.856,1126.0416667027
2022-04-11,65.856,65.856,64.128,65.28,3376.0416667747
2022-04-12,65.28,65.28,64.32,64.704,3751.0416667867
2022-04-13,64.32,65.088,64.32,64.704,1108.3333333688
2022-04-14,64.512,64.704,64.32,64.704,366.6666666784
2022-04-19,64.704,64.704,63.36,64.128,3040.6250000973
2022-04-20,64.32,65.28,64.128,65.088,561.4583333513
2022-04-21,65.088,65.664,65.088,65.28,303.1250000097
2022-04-22,65.28,65.28,64.32,64.704,561.4583333513
2022-04-25,64.896,65.088,64.32,64.32,622.9166666866
2022-04-26,64.32,66.624,64.128,64.32,766.6666666912
2022-04-27,64.32,64.896,63.36,64.128,1498.9583333813
2022-04-28,64.128,66.048,64.128,65.472,1006.2500000322
2022-04-29,65.856,65.856,64.704,65.856,498.9583333493
2022-05-02,66.432,66.432,64.704,64.704,93.750000003
2022-05-04,64.32,65.856,63.936,65.472,552.083333351
2022-05-05,66.432,66.432,65.472,66.048,350.0000000112
2022-05-06,66.24,66.24,64.704,66.24,382.2916666789
2022-05-09,66.24,66.24,65.28,66.24,264.5833333418
2022-05-10,66.432,66.432,63.936,65.088,1457.2916667133
2022-05-11,64.896,65.088,63.936,64.704,362.5000000116
2022-05-12,64.32,64.704,63.36,64.32,1977.0833333966
2022-05-13,64.32,64.896,63.552,64.128,143.7500000046
2022-05-16,64.32,64.896,64.32,64.896,193.7500000062
2022-05-17,66.24,66.24,64.896,64.896,2480.2083334127
2022-05-18,65.28,65.664,65.28,65.472,359.3750000115
2022-05-19,65.472,65.856,64.512,64.896,256.2500000082
2022-05-20,65.856,65.856,65.472,65.664,231.2500000074
2022-05-23,65.28,65.856,64.32,64.704,1067.7083333675
2022-05-24,64.704,64.704,64.32,64.512,1063.5416667007
2022-05-25,64.512,64.512,64.32,64.32,232.2916666741
2022-05-26,64.32,64.512,64.128,64.512,260.416666675
2022-05-27,64.32,64.512,64.128,64.32,373.9583333453
2022-05-30,64.32,64.32,63.936,64.32,521.8750000167
2022-05-31,64.512,64.512,63.36,63.744,3097.9166667658
2022-06-01,63.552,63.744,62.976,63.168,487.5000000156
2022-06-02,63.552,63.744,63.36,63.744,756.2500000242
2022-06-03,63.36,63.744,62.976,63.744,892.7083333619
2022-06-06,63.36,63.744,62.4,62.4,2357.2916667421
2022-06-07,62.592,62.592,62.208,62.592,739.583333357
2022-06-08,63.168,63.168,62.208,62.4,464.5833333482
2022-06-09,62.976,62.976,62.208,62.784,770.833333358
2022-06-10,62.784,62.976,62.4,62.976,131.2500000042
2022-06-13,62.4,62.784,62.208,62.4,150.0000000048
2022-06-14,62.4,62.784,62.208,62.208,136.4583333377
2022-06-15,62.592,62.592,57.792,61.824,3008.3333334296
2022-06-17,61.824,62.208,61.44,62.016,305.2083333431
2022-06-20,61.248,61.824,60.864,60.864,371.8750000119
2022-06-21,61.44,62.784,61.44,62.784,361.4583333449
2022-06-22,62.784,62.784,61.056,62.4,329.1666666772
2022-06-23,62.4,62.784,60.672,62.784,828.1250000265
2022-06-24,61.44,62.4,61.44,61.44,253.1250000081
2022-06-27,62.4,62.976,62.4,62.4,97.9166666698
2022-06-28,62.4,62.4,61.44,62.4,185.4166666726
2022-06-29,62.4,62.4,62.208,62.4,568.7500000182
2022-06-30,62.4,62.4,61.824,62.208,69.7916666689
2022-07-01,62.208,62.208,61.632,62.208,387.5000000124
2022-07-04,61.44,62.592,60.48,62.4,425.0000000136
2022-07-05,62.4,62.592,61.44,62.4,115.6250000037
2022-07-06,62.4,62.592,60.48,60.48,989.583333365
2022-07-07,60.48,62.016,60.288,61.824,1908.3333333944
2022-07-08,61.824,62.016,60.864,62.016,281.250000009
2022-07-11,61.44,62.016,60.672,60.864,738.5416666903
2022-07-12,61.44,61.632,61.44,61.44,82.2916666693
2022-07-13,60.864,61.44,60.672,61.44,147.9166666714
2022-07-14,60.672,62.016,60.672,62.016,233.3333333408
2022-07-15,62.016,62.016,60.864,61.44,555.2083333511
2022-07-18,61.824,61.824,61.056,61.632,336.4583333441
2022-07-19,61.632,61.632,61.632,61.632,79.1666666692
2022-07-20,61.632,61.632,61.248,61.632,57.2916666685
2022-07-21,61.824,61.824,61.056,61.056,340.6250000109
2022-07-22,61.44,61.44,60.864,61.44,1640.6250000525
2022-07-25,61.44,61.44,61.44,61.44,62.500000002
